0.127,0.727,-0.633,0.235,-0.537,-0.104,-0.893,311.723,225.782,-277.655
0.165,0.717,-0.617,0.279,-0.614,-0.170,-0.924,299.852,266.056,-233.416
0.199,0.704,-0.601,0.320,-0.685,-0.125,-0.712,286.401,279.536,-179.771
0.248,0.684,-0.580,0.365,-0.769,-0.080,-0.587,282.030,314.283,-144.687
0.290,0.661,-0.559,0.408,-0.903,-0.146,-0.711,278.061,338.433,-93.191
0.327,0.638,-0.537,0.445,-0.960,-0.049,-0.462,277.506,362.643,-38.917
0.371,0.604,-0.503,0.495,-1.045,-0.063,-0.285,261.698,368.586,19.410
0.413,0.570,-0.475,0.528,-1.047,-0.036,-0.430,253.453,366.097,65.673
0.445,0.547,-0.451,0.548,-0.942,-0.009,-0.158,244.373,360.432,123.852
0.467,0.525,-0.430,0.567,-1.021,-0.022,-0.043,242.301,339.339,145.002
0.483,0.513,-0.411,0.579,-1.042,0.047,-0.020,237.265,338.792,168.908
0.491,0.500,-0.395,0.594,-1.056,-0.008,0.185,241.686,325.512,176.294
0.491,0.486,-0.383,0.613,-1.031,-0.038,0.159,230.296,327.912,188.658
0.486,0.495,-0.383,0.610,-1.042,0.036,0.046,229.048,318.764,203.652
0.476,0.507,-0.386,0.605,-1.044,-0.018,0.213,245.073,343.112,190.591
0.466,0.517,-0.391,0.603,-1.054,0.010,0.045,238.193,337.127,182.184
0.449,0.540,-0.407,0.584,-1.070,0.007,0.016,249.709,354.256,150.274
0.427,0.566,-0.427,0.561,-1.005,0.002,-0.030,246.512,353.281,113.523
0.395,0.601,-0.453,0.526,-1.054,0.003,-0.224,271.118,372.425,73.518
0.354,0.637,-0.479,0.489,-1.060,-0.086,-0.252,275.601,365.977,24.647
0.324,0.669,-0.492,0.452,-0.992,0.009,-0.414,262.881,365.036,-32.296
0.291,0.701,-0.503,0.414,-0.885,-0.086,-0.485,256.219,358.136,-74.676
0.263,0.727,-0.511,0.376,-0.840,0.001,-0.570,273.728,356.608,-128.734
0.227,0.755,-0.515,0.337,-0.689,-0.025,-0.761,260.535,327.261,-165.962
0.184,0.777,-0.524,0.296,-0.697,-0.042,-0.775,259.944,305.631,-199.538
0.144,0.797,-0.529,0.252,-0.606,0.030,-0.888,258.632,268.183,-260.875
0.101,0.812,-0.535,0.210,-0.482,-0.125,-0.962,275.243,241.045,-286.379
0.063,0.821,-0.544,0.161,-0.420,-0.064,-1.025,277.206,192.897,-319.633
0.018,0.828,-0.549,0.115,-0.233,-0.068,-0.970,283.577,140.239,-339.741
-0.018,0.832,-0.548,0.083,-0.127,-0.145,-0.998,293.049,118.737,-362.019
-0.035,0.836,-0.545,0.054,-0.066,-0.079,-0.939,297.447,82.054,-369.004
-0.050,0.838,-0.542,0.037,-0.030,-0.298,-1.190,301.582,82.331,-378.085
-0.060,0.839,-0.541,0.026,0.023,-0.090,-0.900,291.407,53.905,-375.597
-0.048,0.839,-0.541,0.022,-0.013,-0.076,-1.041,278.571,65.608,-392.864
-0.029,0.840,-0.541,0.022,-0.016,-0.106,-1.071,289.754,80.694,-390.743
-0.003,0.839,-0.543,0.028,-0.054,-0.078,-0.933,257.321,91.338,-380.392
0.034,0.837,-0.546,0.024,-0.035,0.033,-1.003,230.221,105.543,-396.967
0.080,0.834,-0.546,0.016,-0.144,0.135,-1.081,203.819,112.163,-400.153
0.125,0.828,-0.547,0.011,-0.170,0.195,-0.949,156.115,138.649,-393.718
0.170,0.820,-0.547,-0.001,-0.256,0.335,-1.072,121.982,144.879,-387.635
0.208,0.813,-0.543,-0.017,-0.221,0.390,-0.915,107.228,153.082,-375.198
0.239,0.808,-0.538,-0.030,-0.179,0.368,-0.854,56.077,139.535,-366.422
0.271,0.799,-0.535,-0.043,-0.237,0.453,-0.909,22.161,160.452,-354.693
0.309,0.787,-0.531,-0.060,-0.222,0.503,-0.734,5.115,158.214,-340.481
0.346,0.774,-0.525,-0.076,-0.255,0.635,-0.779,-32.858,167.180,-328.338
0.386,0.760,-0.515,-0.092,-0.266,0.729,-0.669,-75.868,175.600,-292.290
0.416,0.746,-0.510,-0.102,-0.311,0.738,-0.643,-84.592,179.779,-293.389
0.444,0.732,-0.502,-0.122,-0.231,0.728,-0.617,-101.753,174.582,-279.121
0.477,0.716,-0.489,-0.145,-0.289,0.874,-0.479,-141.903,176.066,-265.260
0.509,0.697,-0.477,-0.167,-0.256,1.074,-0.395,-164.037,167.417,-229.994
0.532,0.685,-0.462,-0.186,-0.240,0.878,-0.408,-175.131,172.829,-220.652
0.553,0.673,-0.445,-0.208,-0.170,0.937,-0.311,-201.890,154.003,-204.178
0.574,0.659,-0.429,-0.227,-0.204,1.053,-0.227,-232.041,158.519,-176.111
0.587,0.654,-0.411,-0.243,-0.170,0.937,-0.200,-249.600,138.580,-164.524
0.593,0.651,-0.398,-0.255,-0.104,0.933,-0.217,-251.375,120.500,-146.395
0.598,0.648,-0.392,-0.262,-0.095,0.944,-0.205,-269.595,122.779,-139.587
0.600,0.646,-0.390,-0.265,-0.083,1.006,-0.198,-269.840,125.630,-133.714
0.601,0.645,-0.387,-0.271,-0.089,0.984,-0.140,-263.708,133.335,-141.548
0.601,0.644,-0.385,-0.275,-0.107,0.942,-0.142,-268.408,109.493,-137.943
0.603,0.640,-0.386,-0.279,-0.100,1.010,-0.121,-275.482,112.223,-137.626
0.606,0.636,-0.381,-0.287,-0.075,1.022,-0.069,-256.463,114.089,-125.341
0.609,0.635,-0.374,-0.295,-0.047,0.990,-0.102,-280.505,102.907,-119.480
0.615,0.628,-0.366,-0.306,-0.024,1.049,0.011,-282.502,95.479,-120.727
0.620,0.623,-0.360,-0.313,-0.042,0.997,-0.026,-298.194,88.778,-102.076
0.622,0.622,-0.358,-0.313,-0.029,0.971,-0.079,-289.821,101.060,-114.536
0.620,0.623,-0.361,-0.311,-0.075,1.033,-0.144,-274.037,102.919,-107.995
0.618,0.622,-0.365,-0.313,-0.061,1.002,-0.073,-275.672,95.599,-115.171
0.615,0.622,-0.367,-0.317,-0.032,0.934,-0.080,-291.997,93.578,-112.819
0.613,0.621,-0.369,-0.321,-0.060,0.988,-0.077,-277.604,85.266,-119.327
0.611,0.618,-0.370,-0.328,-0.052,1.011,-0.021,-288.209,84.977,-121.730
0.608,0.617,-0.369,-0.337,-0.002,0.988,-0.047,-296.106,75.762,-115.256
0.603,0.618,-0.364,-0.349,0.035,0.976,-0.010,-303.346,69.669,-117.734
0.597,0.621,-0.362,-0.356,0.017,0.996,-0.063,-295.847,64.141,-126.889
0.591,0.625,-0.362,-0.359,0.027,0.988,-0.075,-282.290,52.654,-121.481
0.581,0.632,-0.366,-0.360,0.025,1.021,-0.087,-302.714,49.387,-141.055
0.566,0.642,-0.374,-0.357,0.019,1.032,-0.048,-291.439,44.028,-153.363
0.541,0.661,-0.389,-0.345,0.035,0.927,-0.224,-281.338,43.186,-173.073
0.500,0.690,-0.412,-0.322,0.043,0.919,-0.335,-257.309,47.535,-212.795
0.459,0.716,-0.432,-0.300,-0.008,0.844,-0.471,-213.296,51.115,-257.964
0.422,0.735,-0.450,-0.280,0.028,0.831,-0.467,-186.690,52.349,-282.992
0.381,0.754,-0.467,-0.260,0.030,0.878,-0.600,-159.012,37.337,-306.320
0.329,0.776,-0.483,-0.235,0.041,0.744,-0.711,-111.866,29.194,-351.450
0.277,0.794,-0.499,-0.207,0.043,0.589,-0.762,-63.561,25.305,-383.417
0.233,0.806,-0.512,-0.182,0.037,0.596,-0.796,-25.551,30.972,-386.949
0.186,0.818,-0.521,-0.158,0.058,0.449,-0.847,19.922,16.479,-408.247
0.142,0.827,-0.529,-0.129,0.078,0.286,-0.917,68.832,25.449,-412.397
0.119,0.833,-0.531,-0.100,0.009,0.378,-0.998,116.259,44.692,-415.169
0.095,0.835,-0.538,-0.068,-0.042,0.250,-0.959,157.569,47.461,-415.867
0.070,0.829,-0.554,-0.029,-0.225,0.715,-1.240,181.648,73.277,-413.117
0.047,0.833,-0.551,-0.014,-0.166,0.171,-1.163,209.390,70.963,-399.734
0.029,0.832,-0.553,-0.028,0.071,0.145,-0.979,192.861,45.484,-408.787
0.011,0.834,-0.551,-0.030,0.023,0.043,-1.081,225.216,46.515,-410.471
-0.006,0.834,-0.551,-0.031,0.016,0.031,-0.965,231.467,31.839,-404.632
-0.013,0.832,-0.554,-0.032,0.093,0.052,-0.991,245.615,26.379,-405.267
-0.011,0.832,-0.554,-0.029,0.034,0.043,-0.998,241.827,34.980,-396.355
-0.012,0.832,-0.554,-0.024,0.050,0.015,-1.040,240.306,30.619,-403.589
-0.007,0.832,-0.555,-0.017,-0.005,0.022,-1.058,242.945,49.938,-405.533
-0.007,0.833,-0.554,-0.009,-0.029,-0.014,-1.038,250.431,53.180,-408.929
-0.004,0.832,-0.555,0.000,-0.011,0.031,-1.052,256.590,58.949,-388.663
-0.003,0.832,-0.555,0.009,-0.069,-0.020,-0.961,250.057,61.842,-397.240
-0.003,0.833,-0.553,0.022,-0.038,-0.023,-1.042,256.937,67.827,-388.833
0.004,0.832,-0.553,0.043,-0.148,-0.042,-1.117,266.780,78.605,-396.911
-0.003,0.832,-0.553,0.046,-0.088,-0.083,-1.066,269.422,72.585,-385.126
-0.013,0.833,-0.551,0.047,-0.167,-0.074,-1.136,285.101,88.055,-398.017
-0.030,0.835,-0.548,0.039,0.143,0.152,-1.007,283.441,72.935,-379.944
-0.066,0.836,-0.544,0.045,-0.078,-0.037,-0.933,316.248,69.232,-362.366
-0.107,0.834,-0.537,0.064,-0.032,-0.343,-1.113,341.453,59.328,-341.334
-0.146,0.832,-0.531,0.066,-0.042,-0.350,-1.051,366.285,42.482,-348.234
-0.177,0.826,-0.529,0.081,-0.002,-0.292,-0.992,386.759,51.614,-325.808
-0.210,0.818,-0.527,0.097,0.092,-0.412,-0.953,407.080,43.153,-311.937
-0.254,0.809,-0.518,0.113,0.005,-0.485,-0.854,424.255,55.183,-292.345
-0.302,0.795,-0.509,0.135,0.025,-0.484,-0.744,470.309,45.750,-260.577
-0.353,0.776,-0.497,0.161,0.163,-0.673,-0.645,484.124,38.245,-227.182
-0.405,0.755,-0.481,0.185,0.058,-0.683,-0.651,533.966,35.813,-164.707
-0.455,0.732,-0.461,0.213,0.147,-0.834,-0.481,535.385,44.048,-123.557
-0.492,0.712,-0.441,0.237,0.166,-0.776,-0.342,546.363,51.279,-93.223
-0.526,0.690,-0.421,0.265,0.067,-0.897,-0.237,529.317,64.644,-39.391
-0.555,0.667,-0.396,0.300,0.001,-0.990,-0.185,548.696,82.221,6.583
-0.580,0.645,-0.377,0.324,-0.006,-1.057,-0.082,544.638,85.873,46.616
-0.601,0.625,-0.351,0.353,-0.063,-0.863,0.061,510.546,81.397,75.040
-0.621,0.604,-0.326,0.378,-0.051,-1.049,0.129,510.209,104.692,95.340
-0.637,0.585,-0.308,0.396,-0.043,-1.098,0.146,494.027,103.694,125.737
-0.647,0.570,-0.297,0.409,-0.074,-0.846,0.192,479.157,108.938,138.231
-0.655,0.558,-0.286,0.421,-0.003,-1.231,0.187,493.098,120.962,152.080
-0.660,0.553,-0.281,0.424,-0.083,-0.959,0.228,466.981,114.026,165.362
